Nom;Molecule;Dosage;Unite;Forme;Presentation;PPV;Remboursement
BICALUTAMIDE GT 150 MG;BICALUTAMIDE;150;MG;COMPRIME PELLICULE;1 BOITE 60 COMPRIME PELLICULE; 3 390,60   ;0%
BICALUTAMIDE GT 150 MG;BICALUTAMIDE;150;MG;COMPRIME PELLICULE;1 BOITE 60 COMPRIME PELLICULE; 3 390,60   ;0%
BRONCHOCIST ENFANTS;CARBOCYSTEINE;2;%;SOLUTION BUVABLE;1 FLACON 125 ML; 15,10   ;0%
BETNEVAL;BETAMETHASONE;0.1;G;POMMADE;1 TUBE 10 G; 12,00   ;70%
DI-INDO 50 MG;INDOMETACINE;50;MG;COMPRIME DISPERSIBLE;1 BOITE 15 COMPRIME DISPERSIBLE; 53,00   ;0%
CICLOVIRAL;ACICLOVIR;800;MG;COMPRIME;1 BOITE 25 COMPRIME; 502,00   ;70%
CICLOVIRAL;ACICLOVIR;800;MG;COMPRIME;1 BOITE 25 COMPRIME; 502,00   ;70%
UNIZITRO;AZITHROMYCINE;500;MG;COMPRIME PELLICULE;1 BOITE 3 COMPRIME; 72,00   ;70%
UNIZITRO;AZITHROMYCINE;500;MG;COMPRIME PELLICULE;1 BOITE 3 COMPRIME; 72,00   ;70%
TARMED;COAL TAR;4;%;SHAMPOOING;1 FLACON 150 ML; 107,80   ;0%
BETAFERON 250 µG/ML;INTERFERON BETA-1B RECOMBINANT;250;µG/ML;POUDRE POUR SOLUTION INJECTABLE;1 BOITE 15 FLACON DE POUDRE + SERINGUE PREREMPLIE DE SOLVANT; -     ;0%
BETAFERON 250 µG/ML;INTERFERON BETA-1B RECOMBINANT;250;µG/ML;POUDRE POUR SOLUTION INJECTABLE;1 BOITE 15 FLACON DE POUDRE + SERINGUE PREREMPLIE DE SOLVANT; -     ;0%
VACCIN RABIQUE HDCV;VACCIN ANTIRABIQUE;;NA;POUDRE POUR SUSPENSION INJECTABLE;1 SERINGUE .5 ML; 273,20   ;0%
CANAFLUCAN;FLUCONAZOLE;150;MG;GELULE;1 BOITE 5 GELULE; 292,85   ;70%
CANAFLUCAN;FLUCONAZOLE;150;MG;GELULE;1 BOITE 5 GELULE; 292,85   ;70%
CORANGIN;ISOSORBIDE MONONITRATE;40;MG;COMPRIME SECABLE LP;1 BOITE 30 COMPRIME PELLICULE; 107,90   ;70%
TOPAAL;ACIDE ALGINIQUE / ALUMINIUM HYDROXYDE;400 / 60;MG / MG;SUSPENSION BUVABLE;1 FLACON 210 ML; 34,50   ;0%
HEXOMEDINE;HEXAMIDINE;;NA;SOLUTION POUR APPLICATION LOCALE;1 FLACON 45 ML; 14,00   ;0%
BAITANET G;POLYVIDONE IODEE;10;%;SOLUTION GYNECOLOGIQUE;1 FLACON 120 ML; 15,00   ;0%
HELICOCIN;AMOXICILLINE / METRONIDAZOLE;750 / 500;MG / MG;COMPRIME PELLICULE;1 BOITE 42 COMPRIME; 122,40   ;0%
FLUMAX 8000 UI ANTI-XA/0.8ML;ENOXAPARINE;8000;UI ANTI-XA;SOLUTION INJECTABLE;1 BOITE 2 SERINGUE PREREMPLIE; 158,40   ;70%
SOCLAV ENFANT;AMOXICILLINE / ACIDE CLAVULANIQUE;500 / 62.5;MG / MG;POUDRE POUR SUSPENSION BUVABLE;1 BOITE 12 SACHET; 58,90   ;70%
SOCLAV ENFANT;AMOXICILLINE / ACIDE CLAVULANIQUE;500 / 62.5;MG / MG;POUDRE POUR SUSPENSION BUVABLE;1 BOITE 12 SACHET; 58,90   ;70%
TETRALYSAL 300MG;LYMECYCLINE;300;MG;GELULE;1 BOITE 16 GELULE; 69,00   ;0%
SOLICAM;PIROXICAM;20;MG;GELULE;1 BOITE 28 GELULE; 91,80   ;70%
FOSAMAX;ALENDRONATE;70;MG;COMPRIME;1 BOITE 4 COMPRIME; 264,00   ;70%
ACIDAC;RANITIDINE;300;MG;COMPRIME ENROBE;1 BOITE 14 COMPRIME ENROBE; 60,00   ;70%
ANTARENE;IBUPROFENE;400;MG;COMPRIME PELLICULE;1 BOITE 30 COMPRIME; 33,00   ;70%
LACRYPOS;CHRONDROITINE;3;%;COLLYRE;1 FLACON 10 ML; 21,20   ;0%
OPTICILLINE;AMPICILLINE;500;MG;POUDRE POUR USAGE PARENTERAL;1 BOITE 1 FLACON; 11,10   ;70%
DIAPHARM;DIAZEPAM;10;MG;SOLUTION INJECTABLE;1 BOITE 5 AMPOULE INJECTABLE; 39,80   ;70%
MEDIZAPIN;OLANZAPINE;5;MG;COMPRIME PELLICULE;1 BOITE 30 COMPRIME; 338,00   ;70%
CARBOPLATINE MYLAN;CARBOPLATINE;50;MG;SOLUTION POUR PERFUSION;1 BOITE 1 FLACON; 272,00   ;70%
ANTAGON H2;CIMETIDINE;800;MG;COMPRIME EFFERVESCENT;1 BOITE 14 COMPRIME; 245,00   ;70%
FUNGILYSE;ECONAZOLE;1;%;CREME;1 TUBE 25 G; 16,30   ;70%
UFT;TEGAFUR / URACILE;100 / 224;MG / MG;GELULE;1 BOITE 42 GELULE; 3 463,00   ;70%
OXONE 500 MG/5ML IM;CEFTRIAXONE;500;MG;POUDRE POUR PREPARATION INJECTABLE;1 BOITE 1 FLACON + AMPOULE; 52,00   ;70%
RINGER LACTATE LAPROPHAN;CHLORURE DE SODIUM / CHLORURE DE POTASSIUM;600 / 40;MG / MG;SOLUTION POUR PERFUSION;1 FLACON 250 ML; 25,20   ;0%
APIDRA SOLOSTAR;INSULINE HUMAINE;100;UI;SOLUTION INJECTABLE;1 BOITE 5 STYLO PRE-REMPLI; 439,00   ;70%
APIDRA SOLOSTAR;INSULINE HUMAINE;100;UI;SOLUTION INJECTABLE;1 BOITE 5 STYLO PRE-REMPLI; 439,00   ;70%
APROVEL;IRBESARTAN;150;MG;COMPRIME PELLICULE;1 BOITE 14 COMPRIME; 87,10   ;70%
INNOHEP 2500 UI ANTI-XA/0,25 ML;TINZAPARINE;10000;UI;SOLUTION INJECTABLE;1 BOITE 2 SERINGUE PREREMPLIE; 77,00   ;70%
THIOBACTIN;THIAMPHENICOL;750;MG;POUDRE POUR USAGE PARENTERAL;1 AMPOULE 5 ML; 33,60   ;70%
THIOBACTIN;THIAMPHENICOL;750;MG;POUDRE POUR USAGE PARENTERAL;1 AMPOULE 5 ML; 33,60   ;70%
OKA-PACLITAXEL;PACLITAXEL;100;MG;SOLUTION A DILUER POUR PERFUSION;1 FLACON 20 ML; 1 271,00   ;70%
BETADINE SCRUB;POVIDONE IODEE;4;G;SOLUTION MOUSSANTE POUR APPLICATION LOCALE;1 FLACON 500 ML; 46,00   ;0%
TIAFLAM 100MG;ACIDE TIAPROFENIQUE;100;MG;COMPRIME;1 BOITE 20 COMPRIME; 20,00   ;0%
ULCEMAT;CIMETIDINE;400;MG;COMPRIME;1 BOITE 10 COMPRIME; 20,40   ;70%
COZAAR;LOSARTAN;50;MG;COMPRIME ENROBE SECABLE;1 BOITE 14 COMPRIME; 83,70   ;70%
STAPHYPEN;FLUCLOXACILLINE;250;MG;POUDRE POUR SUSPENSION BUVABLE;1 FLACON 100 ML; 70,40   ;70%
ESAC 20 MG;ESOMEPRAZOLE;20;MG;GELULE;1 BOITE 7 GELULE; 49,40   ;0%
ESAC 20 MG;ESOMEPRAZOLE;20;MG;GELULE;1 BOITE 7 GELULE; 49,40   ;0%
THIOPENTAL;THIOPENTAL;1;G;POUDRE POUR SOLUTION INJECTABLE;1 BOITE 50 FLACON; 969,00   ;0%
AVANDAMET;ROSIGLITAZONE / METFORMINE;4 / 500;MG / MG;COMPRIME PELLICULE;1 BOITE 14 COMPRIME PELLICULE; 112,00   ;0%
AVANDAMET;ROSIGLITAZONE / METFORMINE;4 / 500;MG / MG;COMPRIME PELLICULE;1 BOITE 14 COMPRIME PELLICULE; 112,00   ;0%
DERMOFIX;SERTACONAZOLE;2;%;CREME;1 TUBE 30 G; 87,35   ;0%
MERCILON;DESOGESTREL / ETHINYLESTRADIOL;0.15 / 0.02;MG / MG;COMPRIME;1 BOITE 21 COMPRIME; 58,00   ;0%
NORADRENALINE AGUETTANT 8MG/4ML;NORADRENALINE;8;MG;SOLUTION A DILUER POUR PERFUSION;1 BOITE 10 FLACON; -     ;0%
ELEBLOC;CARTEOLOL;2;%;COLLYRE;1 FLACON 5 ML; 40,30   ;70%
ELEBLOC;CARTEOLOL;2;%;COLLYRE;1 FLACON 5 ML; 40,30   ;70%
TRISEQUENS;ESTRADIOL / NORETHISTERONE;2 / 1;MG / MG;COMPRIME PELLICULE;1 BOITE 28 COMPRIME PELLICULE; 122,90   ;0%
CLAMOXYL;AMOXICILLINE;1;G;COMPRIME DISPERSIBLE;1 BOITE 12 COMPRIME; 58,80   ;70%
NURODOL 400 MG;IBUPROFENE;400;MG;COMPRIME PELLICULE;1 BOITE 30 COMPRIME PELLICULE; 30,00   ;0%
JOSACINE;JOSAMYCINE;500;MG;GRANULE POUR SUSPENSION BUVABLE;1 FLACON 15 G; 127,60   ;70%
CISPLATINE COOPER;CISPLATINE;10;MG;SOLUTION POUR PERFUSION;1 BOITE 1 FLACON; 45,00   ;70%
NIDAZOL;METRONIDAZOLE;500;MG;COMPRIME;1 BOITE 20 COMPRIME; 39,90   ;70%
HUMEX EXPECTORANT ADULTES;CARBOCYSTEINE;5;%;SIROP;1 FLACON 200 ML; 30,50   ;0%
NURODOL;IBUPROFENE;100;MG;SUSPENSION BUVABLE;1 FLACON 200 ML; 19,00   ;70%
NURODOL;IBUPROFENE;100;MG;SUSPENSION BUVABLE;1 FLACON 200 ML; 19,00   ;70%
NETROMICINE;NETILMICINE;50;MG;SOLUTION INJECTABLE;1 BOITE 1 AMPOULE; 24,10   ;0%
OLIGO-ELEMENTS;MULTIPLE;;NA;SOLUTION POUR PERFUSION;1 BOITE 1 FLACON; 49,00   ;0%
OLIGO-ELEMENTS;MULTIPLE;;NA;SOLUTION POUR PERFUSION;1 BOITE 1 FLACON; 49,00   ;0%
FORTUM;CEFTAZIDIME;1;G;POUDRE POUR SOLUTION INJECTABLE;1 BOITE 1 FLACON; 114,80   ;70%
IOPIDINE;APRACLONIDINE;0,5;%;COLLYRE;1 FLACON 5 ML; 153,30   ;70%
IOPIDINE;APRACLONIDINE;0,5;%;COLLYRE;1 FLACON 5 ML; 153,30   ;70%
PHARMATEX;BENZALKONIUM;18.9;MG;OVULE;1 BOITE 10 OVULE; 44,20   ;0%
PLASMION;GELATINE FLUIDE MODIFIEE;;NA;SOLUTION POUR PERFUSION;1 POCHE 500 ML; 126,40   ;70%
OXONE 1G/10ML IV;CEFTRIAXONE;1;G;POUDRE POUR PREPARATION INJECTABLE;1 BOITE 1 FLACON + AMPOULE; 85,00   ;70%
CALMIXENE;PIMETIXENE;18.182;MG;SIROP;1 FLACON 150 ML; 47,90   ;0%
NEOFORTAN;PHLOROGLUCINOL;160;MG;COMPRIME EFFERVESCENT;1 BOITE 10 COMPRIME; 98,80   ;70%
CUSIMOLOL;TIMOLOL;0.25;%;COLLYRE;1 FLACON 5 ML; 34,90   ;70%
CUSIMOLOL;TIMOLOL;0.25;%;COLLYRE;1 FLACON 5 ML; 34,90   ;70%
MYANTALGIC;TRAMADOL / PARACETAMOL;37.50 / 325;MG / MG;COMPRIME;1 BOITE 20 COMPRIME; 30,00   ;0%
MYANTALGIC;TRAMADOL / PARACETAMOL;37.50 / 325;MG / MG;COMPRIME;1 BOITE 20 COMPRIME; 30,00   ;0%
HELMINTOX;PYRANTEL;125;MG;SUSPENSION BUVABLE;1 FLACON 15 ML; 21,35   ;70%
TROPHIRES COMPOSE NOURRISSONS;HUILE ESSENTIELLE DEUCALYPTUS / PARACETAMOL;44 / 150;MG / MG;SUPPOSITOIRE;1 BOITE 8 SUPPOSITOIRE; 11,00   ;0%
METHOTREXATE BELLON (H);METHOTREXATE;500;MG;SOLUTION INJECTABLE;10 FLACON 20 ML; -     ;70%
REBETOL;RIBAVIRINE;200;MG;GELULE;1 BOITE 84 GELULE; 2 037,00   ;70%
TRAMADOL NORMON 50 MG;TRAMADOL;50;MG;GELULE;1 BOITE 20 GELULE; 28,10   ;70%
AMUCHIN5% (AMUGYN);CHLOROXYDANT / ELECTROLYTIQUE;0.055 / 0.9;G / G;SOLUTION POUR APPLICATION LOCALE;1 FLACON 1 L; 41,25   ;0%
FORTZAAR;LOSARTAN / HYDROCHLOROTHIAZIDE;100 / 25;MG / MG;COMPRIME PELLICULE;1 BOITE 28 COMPRIME; 269,00   ;70%
OKA-TAMOX;TAMOXIFENE;10;MG;COMPRIME;1 BOITE 30 COMPRIME; 80,00   ;70%
VITATLON 500;ACIDE ASCORBIQUE (VITAMINE C) / ASCORBATE DE SODIUM;250 / 281.3;MG / MG;COMPRIME A CROQUER;1 BOITE 20 COMPRIME A CROQUER; 18,70   ;0%
FLAGYL;METRONIDAZOLE;500;MG;SOLUTION POUR PERFUSION;25 POCHE 100 ML; 938,00   ;70%
FLUDARA;FLUDARABINE;10;MG;COMPRIME PELLICULE;1 BOITE 20 COMPRIME; 4 940,00   ;70%
FLUDARA;FLUDARABINE;10;MG;COMPRIME PELLICULE;1 BOITE 20 COMPRIME; 4 940,00   ;70%
RINOCLENIL 100 MCG;BECLOMETASONE;100;µG;SUSPENSION NASALE;1 FLACON 200 DOSE; 135,00   ;0%
RINOCLENIL 100 MCG;BECLOMETASONE;100;µG;SUSPENSION NASALE;1 FLACON 200 DOSE; 135,00   ;0%
QUINOLOX MONOPRISE;OFLOXACINE;200;MG;COMPRIME PELLICULE;1 BOITE 2 COMPRIME PELLICULE; 39,00   ;70%
THIOBACTIN;THIAMPHENICOL;500;MG;COMPRIME;1 BOITE 24 COMPRIME; 92,50   ;70%
STIMOL;CITRULINE MALEATE;1;G;SOLUTION BUVABLE;1 BOITE 20 AMPOULE BUVABLE; 46,00   ;0%
PIMLO 10 MG;AMLODIPINE;10;MG;COMPRIME;1 BOITE 28 COMPRIME; 59,10   ;0%
VANCOMYCINE MYLAN;VANCOMYCINE;250;MG;POUDRE POUR PERFUSION;1 BOITE 1 FLACON; 110,00   ;70%
CANAFLUCAN;FLUCONAZOLE;150;MG;GELULE;1 BOITE 4 GELULE; 234,30   ;70%
CANAFLUCAN;FLUCONAZOLE;150;MG;GELULE;1 BOITE 4 GELULE; 234,30   ;70%
BRONCOTEC;FORMOTEROL;12;µG;GELULE INHALEE;1 BOITE 60 GELULE; 235,00   ;70%
ETOPOPHOS;ETOPOSIDE;100;MG;POUDRE POUR PERFUSION;1 BOITE 1 FLACON; 494,10   ;70%
VERMOGAL;BROMURE DE BENZODODECINIUM / BUTOXYDE DE PIPERONYLE;0.1 / 2.5;% / %;GEL;1 TUBE 60 G; 19,00   ;0%
DIAMICRON LM;GLICLAZIDE;30;MG;COMPRIME LM;1 BOITE 30 COMPRIME; 54,30   ;70%
TRIMAREL;TRIMETAZIDINE;20;MG;SOLUTION BUVABLE;1 FLACON 60 ML; 71,30   ;70%
DOLIPRANE;PARACETAMOL;500;MG;GELULE;1 BOITE 16 GELULE; 15,30   ;70%
ACLAV;AMOXICILLINE / ACIDE CLAVULANIQUE;500 / 62.5;MG / MG;POUDRE POUR SUSPENTION BUVABLE;1 BOITE 24 SACHET; 121,50   ;70%
ACLAV;AMOXICILLINE / ACIDE CLAVULANIQUE;500 / 62.5;MG / MG;POUDRE POUR SUSPENTION BUVABLE;1 BOITE 24 SACHET; 121,50   ;70%
TOTIFEN;KETOTIFENE;0.02;%;SOLUTION BUVABLE;1 FLACON 150 ML; 57,10   ;0%
AUGMENTIN;AMOXICILLINE / ACIDE CLAVULANIQUE;100 / 12.5;MG / MG;POUDRE POUR SUSPENSION BUVABLE;1 FLACON 30 ML; 44,20   ;70%
GENTALLINE;GENTAMICINE;10;MG;SOLUTION INJECTABLE;1 BOITE 1 AMPOULE INJECTABLE; 8,70   ;70%
CYTEAL;CHLORHEXIDINE / HEXAMIDINE / CHLOROCRESOL;0.5 / 0.1 / 0.3;ML / G / G;SOLUTION MOUSSANTE POUR APPLICATION LOCALE;1 FLACON 500 ML; 49,30   ;0%
TRIAXON 500 MG I.M.;CEFTRIAXONE;500;MG;POUDRE POUR SOLUTION INJECTABLE;1 BOITE 1 FLACON; 79,60   ;70%
HEXABRIX;IOXAGLATE DE SODIUM ET DE MEGLUMINE;320;MG;SOLUTION INJECTABLE;1 FLACON 10 ML; 80,10   ;0%
ACTIVAROL C 500;HEMATOPORPHYRINE / ACIDE ASCORBIQUE (VITAMINE C);;NA / NA;SOLUTION BUVABLE;1 BOITE 24 AMPOULE BUVABLE; 62,90   ;0%
NAPROXENE PHARMA FORT;NAPROXENE;550;MG;CAPSULE;1 BOITE 10 CAPSULE; 34,00   ;70%
EURONAC 5 POUR CENT;N-ACETYLCYSTEINE;5;%;COLLYRE;1 FLACON 5 ML; 42,00   ;0%
EURONAC 5 POUR CENT;N-ACETYLCYSTEINE;5;%;COLLYRE;1 FLACON 5 ML; 42,00   ;0%
STAPHYPEN;FLUCLOXACILLINE;1;G;POUDRE POUR USAGE PARENTERAL;1 BOITE 1 FLACON; 22,90   ;70%
VIRAFERON PEG;INTERFERON ALFA-2B PEGYLE;80;µG;POUDRE POUR SOLUTION INJECTABLE;1 BOITE 1 FLACON; -     ;70%
DIDRONEL;ETIDRONATE;400;MG;COMPRIME;1 BOITE 14 COMPRIME; 255,18   ;70%
TEMESTA;LORAZEPAM;1;MG;COMPRIME SECABLE;1 BOITE 50 COMPRIME; 23,00   ;70%
SURMONTIL;TRIMIPRAMINE;25;MG;COMPRIME SECABLE;1 BOITE 50 COMPRIME ENROBE; 49,50   ;70%
SURMONTIL;TRIMIPRAMINE;25;MG;COMPRIME SECABLE;1 BOITE 50 COMPRIME ENROBE; 49,50   ;70%
SUPRADYNE PRONATAL;MULTIVITAMINES ET MINERAUX;;NA;COMPRIME ENROBE;1 BOITE 90 COMPRIME; 203,60   ;0%
SUPRADYNE PRONATAL;MULTIVITAMINES ET MINERAUX;;NA;COMPRIME ENROBE;1 BOITE 90 COMPRIME; 203,60   ;0%
DEFLAZACORTE GT 30 MG;DEFLAZACORT;30;MG;COMPRIME SECABLE;1 BOITE 20 COMPRIME SECABLE; 174,40   ;0%
ADIZEM;DILTIAZEM;180;MG;GELULE LP;1 BOITE 30 GELULE; 138,00   ;70%
QUINOLOX MONOPRISE;OFLOXACINE;200;MG;COMPRIME PELLICULE;1 BOITE 2 COMPRIME PELLICULE; 39,00   ;70%
AMOXIL;AMOXICILLINE;250;MG;COMPRIME DISPERSIBLE;1 BOITE 24 COMPRIME; 53,30   ;70%
FRAGMIN;DALTEPARINE;5000;UI;SOLUTION INJECTABLE;10 SERINGUE .2 ML; 472,00   ;70%
LAEVOLAC;LACTULOSE;50;%;SOLUTION BUVABLE;1 BOITE 10 SACHET; 37,00   ;0%
ZANOCIN OD 400 MG;OFLOXACINE;400;MG;COMPRIME PELLICULE LP;1 BOITE 10 COMPRIME PELLICULE; 111,60   ;0%
ASPEGIC;ACIDE ACETYLSALICYLIQUE;500;MG;POUDRE POUR SOLUTION BUVABLE;1 BOITE 20 SACHET; 27,20   ;70%
DOXORUBICINE COOPER;DOXORUBICINE;10;MG;LYOPHILISAT POUR PERFUSION;1 FLACON 10 ML; 93,00   ;70%
DIAPHARM;DIAZEPAM;5;MG;COMPRIME;1 BOITE 40 COMPRIME; 14,00   ;70%
DICLO PHARMA 5;DICLOFENAC;100;MG;SUPPOSITOIRE;1 BOITE 10 SUPPOSITOIRE; 27,50   ;70%
ROVAMYCINE;SPIRAMYCINE;3;MUI;COMPRIME PELLICULE;1 BOITE 16 COMPRIME; 132,60   ;70%
ZYPREXA;OLANZAPINE;10;MG;COMPRIME PELLICULE;1 BOITE 7 COMPRIME; 234,00   ;70%
RISPERDAL ORO 0.5MG;RISPERIDONE;0.5;MG;COMPRIME ORODISPERSIBLE;1 BOITE 28 COMPRIME ORODISPERSIBLE; 119,90   ;0%
NEOFORTAN;PHLOROGLUCINOL;80;MG;COMPRIME EFFERVESCENT;1 BOITE 10 COMPRIME; 23,00   ;70%
TARDYFERON B9;ACIDE FOLIQUE / FER;0.35 / 50;MG / MG;COMPRIME ENROBE;1 BOITE 30 COMPRIME; 51,60   ;70%
SOPHTAL;ACIDE SALICYLIQUE / GLUCONATE DE CHLORHEXIDINE;100 / 5;MG / MG;COLLYRE;1 FLACON 10 ML; 18,50   ;0%
OPTICILLINE;AMPICILLINE;250;MG;POUDRE POUR SUSPENSION BUVABLE;1 BOITE 16 SACHET; 34,20   ;70%
FUNGILYSE;ECONAZOLE;100;MG;OVULE;1 BOITE 6 OVULE; 26,40   ;70%
OLOXINE;OFLOXACINE;200;MG;COMPRIME PELLICULE;1 BOITE 20 COMPRIME; 99,00   ;70%
OLOXINE;OFLOXACINE;200;MG;COMPRIME PELLICULE;1 BOITE 20 COMPRIME; 99,00   ;70%
DEPAKINE;VALPROATE DE SODIUM;2;%;SOLUTION BUVABLE;1 FLACON 40 ML; 58,20   ;70%
SANDOSTATINE *;OCTREOTIDE;50;µG;SOLUTION INJECTABLE;1 BOITE 6 AMPOULE; 344,00   ;70%
MEDIBRONC ENFANT;CARBOCYSTEINE;2;%;SOLUTION BUVABLE;1 FLACON 150 ML; 16,40   ;0%
TARCEVA 150 MG;ERLOTINIB;150;MG;COMPRIME PELLICULE;1 BOITE 30 COMPRIME PELLICULE; -     ;0%
TARCEVA 150 MG;ERLOTINIB;150;MG;COMPRIME PELLICULE;1 BOITE 30 COMPRIME PELLICULE; -     ;0%
AKINDEX SIROP ENFANT;DEXTROMETHORPHANE;0.1;G;SIROP;1 FLACON 125 ML; 19,40   ;0%
GYNO-DERMOFIX;SERTACONAZOLE;300;MG;CAPSULE VAGINALE;1 BOITE 1 OVULE; 40,00   ;0%
CHEMOSET;ONDANSETRON;4;MG;COMPRIME PELLICULE;1 BOITE 5 COMPRIME PELLICULE; 98,00   ;70%
IONAX T;COAL TAR / ACIDE SALICYLIQUE;4 / 2;% / G;SOLUTION POUR APPLICATION LOCALE;1 FLACON 200 ML; 92,00   ;0%
DOXORUBICINE EBEWE;DOXORUBICINE;10;MG;SOLUTION POUR PERFUSION;1 BOITE 1 FLACON; 74,00   ;70%
TRANSILANE;HEMICELLULOSE DE PSYLLIUM;2.816;G;POUDRE POUR SUSPENSION BUVABLE;1 BOITE 20 SACHET; 34,65   ;0%
CAMPTO;IRINOTECAN;100;MG;SOLUTION A DILUER POUR PERFUSION;1 FLACON 5 ML; 1 313,00   ;70%
GAVISCON;ALGINATE DE SODIUM / BICARBONATE DE SODIUM ADULTE;500 / 267;MG / MG;SUSPENSION BUVABLE;1 FLACON 250 ML; 35,20   ;70%
REQUIP 0.5 MG;ROPINIROLE;0.5;MG;COMPRIME PELLICULE;1 BOITE 21 COMPRIME PELLICULE; 87,90   ;0%
ESTRADERM;ESTRADIOL;1.5;MG;DISPOSITIF TRANSDERMIQUE;1 BOITE 5 AMPOULE; 104,00   ;0%
GEPRID;GLIMEPIRIDE;4;MG;COMPRIME;1 BOITE 60 COMPRIME; 156,70   ;70%
ACTONEL PLUS CALCIUM D;ACIDE RISEDRONIQUE / CALCIUM / COLECALCIFEROL (VITAMINE D3);32.5 / 1 / 880;MG / G / UI;COMPRIME PELLICULE ET GRANULE EFFERVESCENT;1 BOITE 4 1 COMPRIME ET 6 SACHETS; 526,80   ;0%
ACTONEL PLUS CALCIUM D;ACIDE RISEDRONIQUE / CALCIUM / COLECALCIFEROL (VITAMINE D3);32.5 / 1 / 880;MG / G / UI;COMPRIME PELLICULE ET GRANULE EFFERVESCENT;1 BOITE 4 1 COMPRIME ET 6 SACHETS; 526,80   ;0%
MADECASSOL;CENTELLA ASIATICA;1;%;POMMADE;1 TUBE 10 G; 24,00   ;0%
DUPHALAC;LACTULOSE;10;G;SOLUTION BUVABLE;1 BOITE 20 SACHET; 71,40   ;0%
TILDIEM;DILTIAZEM;60;MG;COMPRIME;1 BOITE 30 COMPRIME; 53,40   ;70%
TILDIEM;DILTIAZEM;60;MG;COMPRIME;1 BOITE 30 COMPRIME; 53,40   ;70%
PHARMATEX;BENZALKONIUM;1.2;%;CREME VAGINALE;1 TUBE 72 G; 72,30   ;0%
AMEP 10;AMLODIPINE;10;MG;COMPRIME;1 BOITE 28 COMPRIME; 98,90   ;70%
MIFLASONE;BECLOMETASONE;400;µG;GELULE INHALEE;1 BOITE 60 GELULE; 140,00   ;70%
BIODROXIL;CEFADROXIL;125;MG;POUDRE POUR SUSPENSION BUVABLE;1 FLACON 60 ML; 25,80   ;70%
ALPRAZ;ALPRAZOLAM;0.5;MG;COMPRIME;1 BOITE 28 COMPRIME; 35,70   ;70%
DRILL EXPECT. S. S.;CARBOCYSTEINE;750;MG;SOLUTION BUVABLE;1 FLACON 150 ML; 25,50   ;0%
ATARAX;HYDROXYZINE;2;MG;SOLUTION BUVABLE;1 FLACON 200 ML; 17,20   ;70%
BRONCHOFLUIDE;CARBOCYSTEINE;2;%;SOLUTION BUVABLE;1 FLACON 125 ML; 11,70   ;0%
FENTANYL JANSSEN 500 µG/10ML;FENTANYL;500;µG;SOLUTION INJECTABLE;1 BOITE 10 AMPOULE; 291,30   ;0%
INFERON;INTERFERON ALFA-2A;4.5;MUI;SOLUTION INJECTABLE;1 BOITE 1 FLACON; 395,00   ;70%
STRATTERA 60 MG;ATOMOXETINE;60;MG;GELULE;1 BOITE 28 GELULE; 1 066,30   ;0%
D-RUBICIN-50;DOXORUBICINE;50;MG;POUDRE POUR PERFUSION;1 BOITE 1 FLACON; 412,00   ;70%
MINALFENE;ALMINOPROFENE;300;MG;COMPRIME ENROBE;1 BOITE 15 COMPRIME; 53,40   ;70%
LESCOL LP;FLUVASTATINE;80;MG;COMPRIME ENROBE LP;1 BOITE 28 COMPRIME ENROBE; 211,00   ;70%
PERVITAL;CYPROHEPTADINE / VITAMINES;4;MG / NA;SIROP;1 FLACON 125 ML; 24,75   ;0%
DONZEP 5 MG;DONEPEZIL;5;MG;COMPRIME PELLICULE;1 BOITE 28 COMPRIME PELLICULE; 328,00   ;70%
TIAFLAM 200MG;ACIDE TIAPROFENIQUE;200;MG;COMPRIME;1 BOITE 20 COMPRIME; 36,00   ;0%
CLAVULIN;AMOXICILLINE / ACIDE CLAVULANIQUE;500 / 62.5;MG / MG;POUDRE POUR SUSPENSION BUVABLE;1 BOITE 12 SACHET; 79,90   ;70%
ADEPAL;LEVONORGESTREL / ETHINYLESTRADIOL;0.15 / 0.04;MG / MG;COMPRIME ENROBE;1 BOITE 63 COMPRIME ENROBE; 33,30   ;0%
CLEREGIL ENF;ACEGLUMATE DE DEANOL;0.5;G;SOLUTION BUVABLE;1 BOITE 20 AMPOULE; 19,65   ;0%
LEDERFOLINE;FOLINATE DE CALCIUM;25;MG;COMPRIME SECABLE;1 BOITE 6 COMPRIME; 104,50   ;70%
GLIMEWIN;GLIMEPIRIDE;3;MG;COMPRIME;1 BOITE 30 COMPRIME; 77,00   ;70%
GLIMEWIN;GLIMEPIRIDE;3;MG;COMPRIME;1 BOITE 30 COMPRIME; 77,00   ;70%
LACRYVISC;CARBOMERE 974 P;0.3;%;GEL OPHTALMIQUE;1 TUBE 5 G; 33,80   ;0%
CILOXAN;CIPROFLOXACINE;0.3;%;COLLYRE;1 FLACON 5 ML; 45,90   ;70%
TRIATEC PROTECT;RAMIPRIL;10;MG;COMPRIME SECABLE;1 BOITE 30 COMPRIME; 207,00   ;70%
PEDOVEX 75 MG;CLOPIDOGREL;75;MG;COMPRIME PELLICULE;1 BOITE 10 COMPRIME PELLICULE; 97,10   ;70%
ARCOXIA;ETORICOXIB;120;MG;COMPRIME PELLICULE;1 BOITE 14 COMPRIME; 272,00   ;0%
